"Date","Subject","Group","Behavior","Modifiers","Day_occurrences","Day_duration","Day_visible","Percent_time_visible"
2025-11-06,"Broken beak","Broken beak","Brief flight","",3,9.52,1536.558,0.00619566589741487
2025-11-06,"Broken beak","Broken beak","Feed","Auto-|Successful|None",65,NA,1536.558,NA
2025-11-06,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",51,NA,1536.558,NA
2025-11-06,"Broken beak","Broken beak","Feed","Auto-|Unsuccessful|None",148,NA,1536.558,NA
2025-11-06,"Broken beak","Broken beak","Foraging","",26,856.039,1536.558,0.55711466797869
2025-11-06,"Broken beak","Broken beak","Preen","Auto-|None",20,403.84,1536.558,0.262821188656725
2025-11-06,"Broken beak","Broken beak","Resting","",3,162,1536.558,0.105430449094665
2025-11-06,"No focal subject","No focal","Close proximity","Other crow #1|Broken beak",1,6.44,0,NA
2025-11-06,"No focal subject","No focal","Unclear video","",32,93.827,0,NA
2025-11-06,"No focal subject","No focal","Within 5m","Other crow #2|Other crow #1",1,7.84,0,NA
2025-11-06,"Other crow #1","Other crows","Alert","",2,8.08,200.44,0.0403113151067651
2025-11-06,"Other crow #1","Other crows","Feed","Auto-|Successful|None",9,NA,200.44,NA
2025-11-06,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",2,NA,200.44,NA
2025-11-06,"Other crow #1","Other crows","Feed","Auto-|Unsuccessful|None",3,NA,200.44,NA
2025-11-06,"Other crow #1","Other crows","Foraging","",7,192.36,200.44,0.959688684893235
2025-11-06,"Other crow #1","Other crows","Vocal","",2,NA,200.44,NA
2025-11-06,"Other crow #2","Other crows","Feed","Auto-|Successful|None",2,NA,11.56,NA
2025-11-06,"Other crow #2","Other crows","Feed","Auto-|Unknown|None",1,NA,11.56,NA
2025-11-06,"Other crow #2","Other crows","Foraging","",2,11.56,11.56,1
2025-11-19,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",1,NA,10.12,NA
2025-11-19,"Broken beak","Broken beak","Foraging","",1,10.12,10.12,1
2025-11-19,"No focal subject","No focal","Unclear video","",12,53.956,0,NA
2025-11-19,"Other crow #1","Other crows","Alert","",14,46.079,362.238,0.127206422296943
2025-11-19,"Other crow #1","Other crows","Feed","Auto-|Successful|None",3,NA,362.238,NA
2025-11-19,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",4,NA,362.238,NA
2025-11-19,"Other crow #1","Other crows","Feed","Auto-|Unsuccessful|None",4,NA,362.238,NA
2025-11-19,"Other crow #1","Other crows","Foraging","",23,272.639,362.238,0.75265157161866
2025-11-19,"Other crow #1","Other crows","Preen","Auto-|None",1,23.28,362.238,0.0642671392841171
2025-11-19,"Other crow #1","Other crows","Resting","",1,20.24,362.238,0.0558748668002805
2025-11-20,"Broken beak","Broken beak","Feed","Auto-|Successful|None",28,NA,250.6,NA
2025-11-20,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",27,NA,250.6,NA
2025-11-20,"Broken beak","Broken beak","Feed","Auto-|Unsuccessful|None",21,NA,250.6,NA
2025-11-20,"Broken beak","Broken beak","Foraging","",17,250.6,250.6,1
2025-11-20,"No focal subject","No focal","Unclear video","",20,45.464,0,NA
2025-11-20,"Other crow #1","Other crows","Alert","",1,4,128.4,0.0311526479750779
2025-11-20,"Other crow #1","Other crows","Preen","Auto-|None",2,13.36,128.4,0.10404984423676
2025-11-20,"Other crow #1","Other crows","Resting","",3,111.04,128.4,0.864797507788162
